k,P(k)
3.529707302730646958e-03,1.166161263969148422e+04
3.827494478516310205e-03,1.241743069663973802e+04
4.150404757850472380e-03,1.320193036364200998e+04
4.500557675700495204e-03,1.401267036049967464e+04
4.880251583654428120e-03,1.484648708591903960e+04
5.291978735958437555e-03,1.569942085514952305e+04
5.738441648302388710e-03,1.656662871855962294e+04
6.222570836730225222e-03,1.744225668507633236e+04
6.747544053110689742e-03,1.831935520433167039e+04
7.316807143427186619e-03,1.918981233840287314e+04
7.934096665797484710e-03,2.004426504661134823e+04
8.603464416684499308e-03,2.087199712860533327e+04
9.329304026284674159e-03,2.166092261590842827e+04
1.011637979766206140e-02,2.239753774515890109e+04
1.096985797892382868e-02,2.306690769118202661e+04
1.189534067370318950e-02,2.365278688258266266e+04
1.289890261253307316e-02,2.413783593022539571e+04
1.398713102647237277e-02,2.450384610649957540e+04
1.516716888470921905e-02,2.473229526493275262e+04
1.644676177994661842e-02,2.480508640770387137e+04
1.783430876931907730e-02,2.470557090471962510e+04
1.933891750455229638e-02,2.441993870910055193e+04
2.097046401323229836e-02,2.393898018547752508e+04
2.273965752357925627e-02,2.326017620364963659e+04
2.465811075822601020e-02,2.238993152454465235e+04
2.673841615839942995e-02,2.134561861079338996e+04
2.899422853882873893e-02,2.015678422453080566e+04
3.144035471591496989e-02,1.886515537562325335e+04
3.409285069746810504e-02,1.752307808566169842e+04
3.696912707195022796e-02,1.618854730582041702e+04
4.008806328898460725e-02,1.492232596584224848e+04
4.347013158125020982e-02,1.376994094336214948e+04
4.713753134116717425e-02,1.276406958049220702e+04
5.111433483440162157e-02,1.192965410014927875e+04
5.542664520663100752e-02,1.122070244903154708e+04
6.010276782070373552e-02,1.058987158683682901e+04
6.517339604882416149e-02,9.955629354238662927e+03
7.067181273927485019e-02,9.240475833881730068e+03
7.663410868007444754e-02,8.403755850025414475e+03
8.309941949353381874e-02,7.477752125591542608e+03
9.011018251665010859e-02,6.558600279007351673e+03
9.771241535346482376e-02,5.758903546310978527e+03
1.059560179277614506e-01,5.156265661698128497e+03
1.148951000187307808e-01,4.724261729435255802e+03
1.245883364295005541e-01,4.354873185661978823e+03
1.350993521198024794e-01,3.945496667165482904e+03
1.464971398307284012e-01,3.488889731472140284e+03
1.588565129428051170e-01,3.071481957582383529e+03
1.722585965398783781e-01,2.755187230251588062e+03
1.867913599020779858e-01,2.501330092553341274e+03
2.025501939230665016e-01,2.248331422380706044e+03
2.196385372416542470e-01,2.004144849875489854e+03
2.381685551976154835e-01,1.801511143889350478e+03
2.582618760682672820e-01,1.626867326748641972e+03
2.800503894183625220e-01,1.464930059610150465e+03
3.036771118035456185e-01,1.323401567422428116e+03
3.292971255097142946e-01,1.199838747926610040e+03
3.570785964900455856e-01,1.088491344504104063e+03
3.872038781812549013e-01,9.914394131957715217e+02
4.198707084443903947e-01,9.045898364210356704e+02
4.552935074866943932e-01,8.281530125155783253e+02
4.937047852838997719e-01,7.598179362809839859e+02
5.353566677410712682e-01,6.991070925871127884e+02
5.805225516094887350e-01,6.446189073874185169e+02
6.294988990221875858e-01,5.955005046950946053e+02
6.826071834272376959e-01,5.510306504341203890e+02
7.401959996915632445e-01,5.103814368208185215e+02
8.026433522257168107e-01,4.729475791193240184e+02
8.703591361485137901e-01,4.382263803534527824e+02
9.437878277775358926e-01,4.057580044392560126e+02
1.023411402105451007e+00,3.751608959191062240e+02
1.109752496412069744e+00,3.461446316768866609e+02
1.203377840777587693e+00,3.185044361405317090e+02
1.304901978014400665e+00,2.920949455946957869e+02
1.414991297434574413e+00,2.668472174496903335e+02
1.534368408930008476e+00,2.427522325545012052e+02
1.663816886076124879e+00,2.198218370476602388e+02
1.804186409392068535e+00,1.981209130954961779e+02
1.956398343517060656e+00,1.777221882064629028e+02
2.121451784910627136e+00,1.586816106762749428e+02
2.300430119772915116e+00,1.410566590030043130e+02
2.494508135230309787e+00,1.248743402969565324e+02
2.704959730463128320e+00,1.101289428016244187e+02
2.933166278390038073e+00,9.678869623585664783e+01
3.180625692794113224e+00,8.479856319355729966e+01
3.448962260405752378e+00,7.408101185034318803e+01
3.739937302478791636e+00,6.454526745584468017e+01
4.055460735840823894e+00,5.609730419490522024e+01
4.397603609302708882e+00,4.864102691943946155e+01
4.768611697714458586e+00,4.208251613703973248e+01
5.170920242896746899e+00,3.633179079242429310e+01
5.607169938205446513e+00,3.130278476574190449e+01
6.080224261649412654e+00,2.691599164911178832e+01
6.593188271333538353e+00,2.309849192855240219e+01
7.149428986597557767e+00,1.978375798677712183e+01
7.752597488629439759e+00,1.691187245474072043e+01
8.406652885618305149e+00,1.442927401767296480e+01
9.115888299750803725e+00,1.228808038804663560e+01
9.884959046625565904e+00,1.044542653249508568e+01
1.071891319205126081e+01,8.862977968410771012e+00
1.162322468679851006e+01,7.506729939278266706e+00
1.260382929679724029e+01,6.346685811106381081e+00
1.366716356462003112e+01,5.356471511499506732e+00
1.482020705798855076e+01,4.512915426820307552e+00
1.607052818261635707e+01,3.795713785866738466e+00
1.742633386009647012e+01,3.187125702290860563e+00
1.889652339691206961e+01,2.671690481414229268e+00
2.049074689815840955e+01,2.235976816768319164e+00
2.221946860939517165e+01,1.868342106443531270e+00
2.409403560239519138e+01,1.558715855253903326e+00
2.612675225563322812e+01,1.298408146577362920e+00
2.833096101839318592e+01,1.079943890015114372e+00
3.072112998861751976e+01,8.969162155569545547e-01
3.331294787934662338e+01,7.438489388760637366e-01
3.612342699709420657e+01,6.160582028593615256e-01
3.917101490809248787e+01,5.095385920394106538e-01
4.247571552536889072e+01,4.208788962823064583e-01
4.605922041145095847e+01,3.471912252496147100e-01
4.994505115855130128e+01,2.860387859805479382e-01
5.415871378079463483e+01,2.353650038618006479e-01
5.872786613189462912e+01,1.934368073747741723e-01
6.368249944718569111e+01,1.587990800496188459e-01
6.905513520162310215e+01,1.302274193816342351e-01
7.488103857590006385e+01,1.066909384037603298e-01
8.119844993183994575e+01,8.732395415640914482e-02
8.804883581643446178e+01,7.140457322719005739e-02
9.547716114208026283e+01,5.832664020955363737e-02
1.035321843295659079e+02,4.758617979104637352e-02
1.122667773510810321e+02,3.877041992461054826e-02
1.217382727739658037e+02,3.154416769520080460e-02
1.320088400831414788e+02,2.563030096995854920e-02
1.431458937523476038e+02,2.079793493573337676e-02
1.552225357427041956e+02,1.685506153679191751e-02
1.683180353330951391e+02,1.364251536235101987e-02
1.825183494319037720e+02,1.102793939360211667e-02
1.979166867853551537e+02,8.901697834267493711e-03
2.146141197858398755e+02,7.174182485853875663e-03
2.327202478960403766e+02,5.772553648037248575e-03
2.523539170434760877e+02,4.637204864780511762e-03
2.736439997074660937e+02,3.719066980559939273e-03
2.967302408188859886e+02,2.977797851220302921e-03
3.217641750250726886e+02,2.380308548150459301e-03
3.489101213406763122e+02,1.899593954722207309e-03
3.783462617131920069e+02,1.513683212710487070e-03
4.102658105827183590e+02,1.204542757758876332e-03
4.448782831127568329e+02,9.575670875039069951e-04
4.824108704165353743e+02,7.608738216877637467e-04
5.231099308056244581e+02,6.046500422125935343e-04
5.672426068491962496e+02,4.809398168147458841e-04
6.150985788580485405e+02,3.832412543465619722e-04
6.669919663030104857e+02,3.062671862777749301e-04
7.232633896483520175e+02,2.458307366549867352e-04
7.842822061337651576e+02,1.985143691780477009e-04
8.504489341802649278e+02,1.614959307240172498e-04
9.221978823334316075e+02,1.324700627286023796e-04
9.999999999999970441e+02,1.096591467074855170e-04
